Time (day), Net assimilation rate (mol.m-1.day-1), Elapsed assimilation rate (mol.m-2), Canopy conductance (mol.m-2.day-1), Evapo/Transpiration (mol.m-2.day-1), Cumulative evapo/transpiration (mol.m-2), leaf area index (m2.m-2),Air temperature (oC), Daily mean temperature (oC), Daily highest temperature (oC), Daily lowest temperature (oC), Elapsed thermal time (days), Elapased thermal time (hours), Relative Humidity, Leaf biomass (g.m-2), Stem biomass (g.m-2), Standing dead (g.m-2), Surface litter dead (g.m-2), Seed (g.m-2), Pod (g.m-2), Structual root (g.m-2), Fine root (g.m-2), Storage (g.m-2), Root dead material (g.m-2)
171.0,0.37783775783048984,13.841612330993094,0.0,-3.5021791607131116,-131.22459278031064,7.187588547544792,11.5,21.541222403259066,30.618881710794817,12.463563095723316,248.77500000000003,5970.6,60.0,268.80237240291467,28.249628098454114,0.0,16.19615881042423,0.0,0.0,1.95434527419588,0.0,0.0,0.0
172.0,0.07195510132895977,13.913567432322054,0.0,-3.5064387920659836,-134.73103157237662,7.090908464690364,9.35,21.70443776606163,30.825621170344732,12.583254361778529,257.57500000000005,6181.800000000001,60.0,268.578481132795,28.577393245701856,0.0,17.43264972347764,0.0,0.0,1.9533440780221683,0.0,0.0,0.0
173.0,0.6149283542899764,14.52849578661203,0.0,-3.513566581739508,-138.24459815411612,7.186780051799496,10.75,21.86418485135166,31.02796747837877,12.70040222432455,267.36666666666673,6416.800000000001,60.0,275.99462254746186,31.377802828591552,0.0,18.668110736688494,0.0,0.0,1.9492132525419392,0.0,0.0,0.0
174.0,0.15445950093319183,14.682955287545221,0.0,-3.5085028970767826,-141.7531010511929,7.122157142309965,8.5,22.02041632262015,31.225860675318856,12.814971969921444,276.30000000000007,6631.200000000002,60.0,276.8983872660879,32.08128431241737,0.0,19.937686000406817,0.0,0.0,1.9477380056752578,0.0,0.0,0.0
175.0,0.3616604026572292,15.04461569020245,0.0,-3.5153240619087165,-145.26842511310164,7.147303781042814,8.5,22.173085885110417,31.41924212113986,12.926929649080973,283.83125000000007,6811.950000000002,60.0,280.7130704523674,33.72833737529132,0.0,21.21141858183082,0.0,0.0,1.945068806978778,0.0,0.0,0.0
176.0,0.2849425017265912,15.329558191929042,0.0,-3.5017274103894755,-148.7701525234911,7.116286111886897,13.149999999999999,22.322148299536213,31.60805451274587,13.036242086326556,294.43750000000006,7066.500000000002,60.0,283.43087397350564,35.02602486755305,0.0,22.502698705911712,0.0,0.0,1.9428426439414164,0.0,0.0,0.0
177.0,0.22568266585738617,15.555240857786428,0.0,-3.922807928399514,-152.69296045189063,7.0373063528825295,11.649999999999999,22.46755939548712,31.79224190095035,13.14287689002389,308.9354166666667,7414.450000000001,60.0,285.5271892678536,35.82399806965817,0.0,23.80648072618984,0.0,0.0,1.940958747883932,0.0,0.0,0.0
178.0,0.4084677988479043,15.963708656634333,0.0,-3.929424273775332,-156.62238472566597,7.031872928125177,13.2,22.609276084517173,31.971749707055086,13.24680246197926,323.1875,7756.5,60.0,290.36743443615893,37.26821083502249,0.0,25.119905796821968,0.0,0.0,1.9380217655334295,0.0,0.0,0.0
179.0,0.5584949690337584,16.52220362566809,0.0,-3.9358334974368803,-160.55821822310284,7.076555846857123,11.399999999999999,22.747256372912915,32.14652473902302,13.347988006802805,338.0958333333333,8114.299999999999,60.0,297.445503733851,39.242846848516244,0.0,26.4555959952283,0.0,0.0,1.9342208437643775,0.0,0.0,0.0
180.0,0.7774857855629355,17.299689411231025,0.0,-3.9259185477101366,-164.48413677081297,7.1972243868586,12.5,22.881459374137044,32.31651520724026,13.446403541033833,353.14374999999995,8475.449999999999,60.0,307.7900083697647,41.99172810471171,0.0,27.823845312404014,0.0,0.0,1.929158705897886,0.0,0.0,0.0
181.0,0.7893800185312752,18.0890694297623,0.0,-3.897595488121665,-168.38173225893462,7.303077455494165,15.3,23.011845320943955,32.481670739862345,13.542019902025567,370.2229166666666,8885.349999999999,60.0,318.2661086219831,44.7826614242872,0.0,29.239679350904932,0.0,0.0,1.9240295235259393,0.0,0.0,0.0
182.0,0.7824463212178292,18.87151575098013,0.0,-3.876825249594341,-172.25855750852895,7.384320888159037,16.1,23.138375577163643,32.641942397740614,13.634808756586672,389.94791666666663,9358.75,60.0,328.58956510786913,47.54908036975067,0.0,30.703703450566053,0.0,0.0,1.9189418489969303,0.0,0.0,0.0
183.0,0.6134610757859766,19.484976826766108,0.0,-3.8619403268640755,-176.12049783539302,7.403042369583816,16.25,23.26101264915045,32.79728268892391,13.724742609376998,410.49999999999994,9851.999999999998,60.0,336.31984862168673,49.71804921874104,0.0,32.21521545006225,0.0,0.0,1.9148298041884426,0.0,0.0,0.0
184.0,0.626415616200694,20.111392442966803,0.0,-3.845597777080194,-179.96609561247323,7.4242583059725735,19.2,23.379720196893228,32.947645582731425,13.811794811055034,431.67708333333326,10360.249999999998,60.0,344.2097263517479,51.93281889787575,0.0,33.76228675372201,0.0,0.0,1.9106443177268577,0.0,0.0,0.0
185.0,0.44861693177148776,20.56000937473829,0.0,-3.8436330980902866,-183.80972871056352,7.402279156162219,18.75,23.49446304478365,33.092986523392625,13.895939566174677,451.22708333333327,10829.449999999999,60.0,349.3848553392585,53.51897846422747,0.0,35.34565149494005,0.0,0.0,1.9074849947037922,0.0,0.0,0.0
186.0,0.5438477632883204,21.10385713802661,0.0,-3.8709647573188977,-187.6806934678824,7.437287613815834,13.3,23.60520719203954,33.233262443250084,13.977151940828996,467.1291666666666,11211.099999999999,60.0,355.97078654297013,55.44182797842925,0.0,36.952821829500635,0.0,0.0,1.9037776684757042,0.0,0.0,0.0
187.0,0.4584353830628284,21.562292521089436,0.0,-3.853649188697785,-191.53434265658018,7.44215722471762,15.95,23.711919822780004,33.36843177552134,14.05540787003867,483.7479166666666,11609.949999999997,60.0,361.23972403168034,57.062700586534106,0.0,38.5902874475983,0.0,0.0,1.9005638080967295,0.0,0.0,0.0
188.0,0.36186356244875223,21.92415608353819,0.0,-3.8727090997755957,-195.40705175635577,7.43059731859037,11.149999999999999,23.81456931574952,33.49845446661606,14.13068416488298,497.7979166666666,11947.149999999998,60.0,364.83123847301897,57.42426284709905,0.0,39.962998398918685,0.0,0.0,3.3224769289723426,0.0,0.0,0.0
189.0,0.6241770022421202,22.54833308578031,0.0,-3.877993886139775,-199.28504564249553,7.507982040370517,10.3,23.91312525368795,33.62329198800474,14.202958519371165,509.33333333333326,12223.999999999998,60.0,372.0076521638984,58.04792013493464,0.0,41.349357105116155,0.0,0.0,5.775129147479618,0.0,0.0,0.0
190.0,0.8361177421090868,23.384450827889395,0.0,-3.8729261894887794,-203.1579718319843,7.65950378671206,8.25,24.007558432343878,33.74290734763558,14.272209517052177,518.0062499999999,12432.149999999998,60.0,382.06430458774986,58.8833416924125,0.0,42.76298618333897,0.0,0.0,9.060585080253105,0.0,0.0,0.0
191.0,0.7795543407217322,24.164005168611126,0.0,-3.8219439471197933,-206.9799157791041,7.777092041443949,13.7,24.097840869128433,33.857265100896015,14.33841663736085,529.5083333333332,12708.199999999997,60.0,391.3067766930755,59.66224694542339,0.0,44.21483054077242,0.0,0.0,12.123779777190162,0.0,0.0,0.0
192.0,0.6678963731526717,24.8319015417638,0.0,-3.798188442287698,-210.7781042213918,7.842015629022671,13.75,24.183945811407135,33.96633136111571,14.401560261698565,544.7312499999999,13073.55,60.0,398.9823475419907,60.32958720169584,0.0,45.701796292206105,0.0,0.0,14.748223669646219,0.0,0.0,0.0
193.0,0.6921335912839024,25.5240351330477,0.0,-3.7970798213052737,-214.57518404269706,7.919080621477518,11.35,24.265847744427305,34.07007380960792,14.46162167924669,558.9541666666667,13414.9,60.0,406.96124950606173,61.02114449523512,0.0,47.21792921286567,0.0,0.0,17.467905718276683,0.0,0.0,0.0
194.0,0.9153479488989755,26.439383081946676,0.0,-3.7755343599687463,-218.35071840266582,8.055739553272794,12.4,24.343522398878584,34.1684617052462,14.518583092510962,573.0333333333333,13752.8,60.0,417.9719978762086,61.9357302893057,0.0,48.76438196098871,0.0,0.0,21.064690235342727,0.0,0.0,0.0
195.0,0.9489060386524347,27.38828912059911,0.0,-3.759123475349498,-222.10984187801532,8.204898484974748,10.0,24.416946758084514,34.261465893573714,14.57242762259531,586.1354166666666,14067.25,60.0,429.40127206714465,62.883846231339774,0.0,50.3526755529183,0.0,0.0,24.79333850738057,0.0,0.0,0.0
196.0,0.9756748975509931,28.363964018150103,0.0,-3.7288256566254128,-225.83866753464073,8.374953991013939,9.45,24.486099064822824,34.34905881544224,14.623139314203405,596.2708333333333,14310.499999999998,60.0,441.1543436151814,63.858708743464,0.0,51.98440038677345,0.0,0.0,28.6271728098691,0.0,0.0,0.0
197.0,0.7370273735319425,29.100991391682044,0.0,-3.63987962070294,-229.47854715534368,8.469600149025537,16.4,24.550958827772604,34.43121451517863,14.670703140366577,608.6395833333332,14607.349999999999,60.0,449.58886735974056,64.5951224389164,0.0,53.66078689251114,0.0,0.0,31.523261285254016,0.0,0.0,0.0
198.0,0.8301714946554578,29.9311628863375,0.0,-3.6565872829619868,-233.13513443830567,8.570129916149526,10.6,24.611506827586307,34.507908648275986,14.715105006896625,624.4499999999999,14986.8,60.0,459.26913756832784,65.42460270002094,0.0,55.369224588478154,0.0,0.0,34.78535192748244,0.0,0.0,0.0
199.0,0.6595746582253994,30.5907375445629,0.0,-3.623634065126306,-236.75876850343198,8.637268926008595,11.45,24.66772512258485,34.57911848860748,14.756331756562224,638.2208333333333,15317.3,60.0,466.57228999712993,66.0836281703544,0.0,57.1144473112378,0.0,0.0,37.377096325236124,0.0,0.0,0.0
200.0,0.7667815034991152,31.357519048062013,0.0,-3.6180296252657014,-240.3767981286977,8.736228568730196,9.75,24.71959705407414,34.644822935160576,14.794371172987702,651.0520833333333,15625.249999999998,60.0,475.3184075865362,66.84977122131106,0.0,58.88742201322689,0.0,0.0,40.39010120832526,0.0,0.0,0.0
201.0,0.7465560734440915,32.104075121506106,0.0,-3.5528997231527226,-243.92969785185042,8.820567224285647,14.3,24.76710725128138,34.705002518289746,14.829211984273012,665.8416666666666,15980.199999999997,60.0,483.7538273606773,67.595705682704,0.0,60.693631962055726,0.0,0.0,43.323631926687845,0.0,0.0,0.0
202.0,0.7185337498603015,32.822608871366405,0.0,-3.54238138848946,-247.4720792403399,8.88986732821987,12.55,24.810241635909797,34.75963940548574,14.860843866333852,682.4770833333332,16379.449999999997,60.0,491.77276828498077,68.3136411530057,0.0,62.5318965060263,0.0,0.0,46.147051228162866,0.0,0.0,0.0
203.0,0.7901940602583435,33.61280293162475,0.0,-3.541197663788809,-251.0132769041287,8.991020718298492,10.25,24.848987426310295,34.80871740665971,14.889257445960883,696.0833333333333,16706.0,60.0,500.7443092239897,69.1031772665028,0.0,64.40063302550922,0.0,0.0,49.25205382835818,0.0,0.0,0.0
204.0,0.8045927129637378,34.41739564458849,0.0,-3.48445271233576,-254.49772961646445,9.09771588555633,13.0,24.883333141268984,34.85222197894071,14.914444303597255,709.1895833333333,17020.55,60.0,509.87928622899426,69.90710004381877,0.0,66.30346140056038,0.0,0.0,52.41363475068735,0.0,0.0,0.0
205.0,0.4186891594926375,34.836084804081125,0.0,-3.459319538570742,-257.9570491550352,9.034936360699685,11.95,24.91326860340928,34.89014023098508,14.936396975833471,721.7770833333333,17322.649999999998,60.0,509.31636049361117,71.59655223417528,0.0,72.11608526357091,0.0,0.0,53.29617239488787,0.0,0.0,0.0
206.0,0.42210489916376565,35.25818970324489,0.0,-3.8865755371488366,-261.843624692184,8.977937059548907,8.0,24.938784942207686,34.922460926796404,14.95510895761897,733.6916666666666,17608.6,60.0,508.8026800706102,73.29978727211271,0.0,77.92229177319808,0.0,0.0,54.18590993613424,0.0,0.0,0.0
207.0,0.11948109310644281,35.37767079635133,0.0,-3.8480828424903573,-265.6917075346744,8.86066558746074,13.3,24.959874596622335,34.949174489054954,14.970574704189712,744.4708333333333,17867.3,60.0,504.5004329593366,73.78190530616804,0.0,83.72264232600304,0.0,0.0,54.437759213924096,0.0,0.0,0.0
208.0,0.2769125640831975,35.65458336043453,0.0,-3.8933516166585975,-269.585059151333,8.765062570201117,13.45,24.976531317333464,34.97027300195572,14.982789632711206,759.675,18232.199999999997,60.0,502.2211724657005,74.89927490440294,0.0,89.47394726173948,0.0,0.0,55.02145180881156,0.0,0.0,0.0
209.0,0.527177352803357,36.181760713237885,0.0,-3.970380505717184,-273.55543965705016,8.73185059272176,9.600000000000001,24.988750168595253,34.985750213553985,14.99175012363652,773.6479166666667,18567.55,60.0,503.10581913719966,77.02648769032567,0.0,95.19926862784847,0.0,0.0,56.13266724983882,0.0,0.0,0.0
210.0,0.36471255200665254,36.546473265244536,0.0,-3.9517144199631784,-277.50715407701335,8.674376626919564,12.6,24.996527529698362,34.99560153761793,14.997453521778798,784.8708333333334,18836.9,60.0,501.94332986168814,78.49813892816715,0.0,100.93467496601255,0.0,0.0,56.90142982503506,0.0,0.0,0.0
211.0,0.34139494755166455,36.8878682127962,0.0,-4.0104928581892505,-281.5176469352026,8.61375479149152,8.75,24.99986109604285,34.99982405498761,14.99989813709809,796.0875000000001,19106.100000000002,60.0,500.5017271797246,79.87570132461593,0.0,106.6568289264358,0.0,0.0,57.621042181656165,0.0,0.0,0.0
212.0,0.4262258268215701,37.31409403961777,0.0,-4.002264254351522,-285.51991118955414,8.57259884449453,11.8,24.99874987982107,34.998416514440024,14.999083245202119,807.5312500000001,19380.750000000004,60.0,500.14020347460837,81.59556471344312,0.0,112.36254861628466,0.0,0.0,58.51946605667685,0.0,0.0,0.0
213.0,0.3278813595722139,37.64197539918999,0.0,-4.028756398182192,-289.5486675877363,8.503732619627806,10.5,24.99319421031036,34.99137933305979,14.99500908756093,821.8750000000001,19725.000000000004,60.0,498.5497174692407,82.91859844514424,0.0,118.0641469358952,0.0,0.0,59.210593677475,0.0,0.0,0.0
214.0,0.5711469294312722,38.21312232862126,0.0,-3.9903577359056333,-293.53902532364197,8.488743647181126,16.95,24.983195733775503,34.97871459611564,14.987676871435369,836.4770833333334,20075.450000000004,60.0,500.0275274942696,85.22323282381394,0.0,123.74761371504454,0.0,0.0,60.41449077909437,0.0,0.0,0.0
215.0,0.25978490308887703,38.47290723171014,0.0,-4.006657446854902,-297.54568277049685,8.39818458671483,15.850000000000001,24.968757412980885,34.96042605644246,14.977088769519316,855.6291666666667,20535.100000000002,60.0,497.58450441409434,86.27149061505197,0.0,129.4479275284792,0.0,0.0,60.96208068242204,0.0,0.0,0.0
216.0,0.4649364333465423,38.93784366505668,0.0,-4.0578251428069265,-301.60350791330376,8.360700843803274,13.7,24.949883526312554,34.936519133329234,14.963247919295874,872.4875000000001,20939.7,60.0,497.741606669348,88.14755513185413,0.0,135.12039087879987,0.0,0.0,61.94210105143726,0.0,0.0,0.0
217.0,0.5547160463935956,39.492559711450276,0.0,-4.026317880092643,-305.6298257933964,8.340450536740338,18.450000000000003,24.926579666510463,34.907000910913254,14.946158422107672,891.3875,21393.300000000003,60.0,499.02261193932196,90.38588927153238,0.0,140.79464519483042,0.0,0.0,63.111364171069184,0.0,0.0,0.0
218.0,0.4978890873489982,39.99044879879928,0.0,-3.6567838505678094,-309.2866096439642,8.311184497497969,15.350000000000001,24.898852739011215,34.871880136080875,14.925825341941557,910.3666666666667,21848.8,60.0,499.5764937956166,92.39492100809721,0.0,146.4835029709387,0.0,0.0,64.16084408297948,0.0,0.0,0.0
